variant,failure_type,component,start_time_s,end_time_s,phase,min_value
narrow,collision,rotor_4,2.69125,2.73,insert,0.00526215690280292
narrow,collision,rotor_4,2.76125,2.79375,insert,0.0075463811091012675
narrow,collision,rotor_4,2.80875,2.8425000000000002,insert,0.006198681276584838
narrow,collision,rotor_4,2.8625000000000003,2.8825,insert,0.0061476591163509365
narrow,collision,rotor_4,2.9050000000000002,2.9125,insert,0.008789580113388425
narrow,collision,rotor_4,2.97,2.97375,insert,0.00938337847867063
narrow,collision,rotor_4,2.98625,3.0125,insert,0.006587090918970803
narrow,collision,rotor_4,3.02875,3.0375,insert,0.007681899721529011
narrow,collision,rotor_4,3.04625,3.05125,insert,0.009395462939982984
narrow,collision,rotor_4,4.9375,4.9475,retreat,0.003943028033558088
narrow,collision,rotor_4,4.95125,4.95125,retreat,0.009860181428446767
narrow,collision,rotor_4,4.9575000000000005,4.9662500000000005,retreat,0.008371915146381985
narrow,collision,rotor_4,4.9875,5.01375,retreat,0.002687413315529904
narrow,collision,rotor_4,5.01875,5.03375,retreat,0.008208738181166925
narrow,collision,rotor_4,5.065,5.0825000000000005,retreat,0.007430123037403116
narrow,collision,rotor_4,5.1025,5.1125,retreat,0.009110591119889268
narrow,collision,rotor_4,5.1312500000000005,5.1537500000000005,retreat,0.006163963981363333
narrow,collision,rotor_4,5.2475000000000005,5.26375,return,0.008306422198913022
narrow,collision,rotor_4,5.33875,5.35125,return,0.008055577615616084
narrow,collision,rotor_4,5.37,5.405,return,0.0025545413005942687
narrow,collision,rotor_4,5.41375,5.43,return,0.000738401869359305
narrow,collision,rotor_4,5.4375,5.45125,return,0.003805440629793863
narrow,collision,rotor_4,5.45375,5.4662500000000005,return,0.0065149196341936855
narrow,collision,rotor_4,5.46875,5.47125,return,0.009833149796471848
narrow,collision,rotor_4,5.47625,5.4887500000000005,return,0.0037010727507103907
narrow,collision,rotor_4,5.49875,5.505,return,0.008402581330391271
narrow,collision,rotor_4,5.51875,5.525,return,0.007513963343306528
narrow,collision,rotor_4,5.5287500000000005,5.5325,return,0.009387517531424538
narrow,collision,rotor_4,5.56625,5.5725,return,0.004921204926718527
narrow,collision,rotor_4,5.575,5.57875,return,0.007991232705290584
narrow,collision,rotor_4,5.585,5.58875,return,0.0070082978006342335
narrow,collision,rotor_4,5.5925,5.59625,return,0.007487252792234796
narrow,collision,rotor_4,5.61125,5.6175,return,0.0056236317012121504
narrow,collision,upper_arm_2,4.87125,5.0475,retreat,-0.008857942895026739
narrow,collision,upper_arm_3,5.4750000000000005,5.57875,return,-0.008459373383645418
narrow,collision,lower_arm_2_left,4.8775,5.03875,retreat,-0.007227401864364397
narrow,collision,lower_arm_2_right,4.9037500000000005,5.0687500000000005,retreat,-0.008658339483452366
narrow,collision,lower_arm_3_left,5.4625,5.57125,return,-0.0073033230586936225
narrow,collision,lower_arm_3_right,5.49125,5.575,return,-0.0036697525936698885
narrow,joint,q_branch,0.675,1.42,approach,-0.123127084551
narrow,joint,q_branch,2.035,2.0775,insert,-0.004054171305103438
narrow,joint,q_branch,3.735,5.02,pull,-0.16821761070510344
narrow,joint,q_branch,5.495,5.88375,return,-0.112192760782
narrow,joint,q_branch,6.535,6.85,return,-0.01846940776510353
