[rosmaster.main][INFO] 2026-07-31 17:16:51,313: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2026-07-31 17:16:51,314: Starting ROS Master Node
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/pull/end_pt] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/lift/num_points] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/lift/inter_points] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/lift/object/position] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/lift/object/quaternion] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/lift/start_pt] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/lift/end_pt] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/press/num_points] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/press/inter_points] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/press/object/position] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/press/object/quaternion] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/press/start_pt] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/press/end_pt] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/write/num_points] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/write/inter_points] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/write/object/position] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/write/object/quaternion] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/write/start_pt] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/write/end_pt] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/num_pre_point] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/num_post_point] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/scale] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/staticR] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/dynar] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/upper_arm] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/lower_arm] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/rate] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/mass] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/debug] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/debug_endEffector] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/task] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/object_height] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/MapTopic] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/TargetTopic] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/OdomFrame] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/UpperArm] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/LowerArm] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/StaticRadius] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/EndEffectorRadius] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/MapHeight] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/PolyhedronBox] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/MaxLengthLine] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/Rho] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/TotalT] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,396: +PARAM [/se3_node/QdIntervals] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/HorizHalfLen] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/VertHalfLen] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/SafeMargin] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/BiasArmToBody] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/VelMax] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/ThrustAccMin] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/ThrustAccMax] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/BodyRateMax] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/InitVel] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/ArmVelMax] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/BoundArmZ] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/TaskArmZ] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/EEDownVel] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/ObjectHeight] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/GravAcc] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/PenaltyPVTB] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/PenaltyArm] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/PrintCost] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/UseC2Diffeo] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/MultiLayerOpt] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/OptRelTol1] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/OptRelTol2] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/S_CurvCoeff] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/Restart] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/TrajVizWidth] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/TrajVizRGB] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/EllipsoidPath] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/QuadEllipsoidVizRGBA] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/EEEllipsoidVizRGBA] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/QuadrotorPath] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/PenaltyGraspWeight] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/OrientationR] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/GraspR] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/PlatformR] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/SmoothR] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/CollectData] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/CoordinateNum] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/use_quadrotor_odom] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/use_object_odom] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/se3_node/overlap] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/map/x_size] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/map/y_size] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/map/z_size] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/map/origin_x] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/map/origin_y] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/map/origin_z] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/map/resolution] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/map/world_frame_id] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/world_frame_id] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/jps/resolution] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/jps/lambda_heu] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,397: +PARAM [/jps/allocate_num] by /roslaunch
[rosmaster.master][INFO] 2026-07-31 17:16:54,415: +PUB [/rosout] /platform_publisher_28643_1785489414300 http://SC-202607101733:41025/
[rosmaster.master][INFO] 2026-07-31 17:16:54,416: +SERVICE [/platform_publisher_28643_1785489414300/get_loggers] /platform_publisher_28643_1785489414300 http://SC-202607101733:41025/
[rosmaster.master][INFO] 2026-07-31 17:16:54,417: +SERVICE [/platform_publisher_28643_1785489414300/set_logger_level] /platform_publisher_28643_1785489414300 http://SC-202607101733:41025/
[rosmaster.master][INFO] 2026-07-31 17:16:54,417: +PUB [/global_map] /platform_publisher_28643_1785489414300 http://SC-202607101733:41025/
[rosmaster.master][INFO] 2026-07-31 17:16:54,418: +SUB [/odom_converter/converted_odom1] /platform_publisher_28643_1785489414300 http://SC-202607101733:41025/
[rosmaster.master][INFO] 2026-07-31 17:16:54,420: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ ['http://SC-202607101733:42405/', 'http://SC-202607101733:41025/']
[rosmaster.master][INFO] 2026-07-31 17:16:54,421: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ ['http://SC-202607101733:42405/', 'http://SC-202607101733:41025/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-07-31 17:16:54,437: +PUB [/rosout] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,437: +SERVICE [/se3_node/get_loggers] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,437: +SERVICE [/se3_node/set_logger_level] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,439: +CACHEDPARAM [/rosout_disable_topics_generation] by /se3_node
[rosmaster.master][INFO] 2026-07-31 17:16:54,440: +SUB [/odom_converter/converted_odom1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,440: +PUB [/trajectory] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,440: +PUB [/trajectory_arm] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,441: +SUB [/start_trigger] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,442: +SUB [/publish_trigger] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,442: +PUB [/visualization/target] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,442: +PUB [/finish_simulation] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,443: +PUB [/logger] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,456: +PUB [/visualization/trajectory1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,457: +PUB [/visualization/ellipsoid_dilate1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,457: +PUB [/visualization/ellipsoid1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,457: +PUB [/visualization/quadrotor] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,457: +PUB [/visualization/polyhedra1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,458: +PUB [/visualization/tilt_rate] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,458: +PUB [/visualization/thrust_magnitute] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,458: +PUB [/visualization/path1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,458: +PUB [/visualization/keypoints1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,458: +PUB [/visualization/guidepoints1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,459: +PUB [/visualization/ellipsoid_end1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,459: +PUB [/visualization/active_polyhedron1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,459: +PUB [/visualization/sphere1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,459: +PUB [/visualization/sphere_end1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,459: +PUB [/visualization/sphere_connect1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,459: +PUB [/visualization/ellipsoid_path11] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,459: +PUB [/visualization/ellipsoid_path21] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,459: +PUB [/visualization/coord_axes1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,460: +PUB [/visualization/trajectory2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,460: +PUB [/visualization/ellipsoid_dilate2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,460: +PUB [/visualization/ellipsoid2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,460: +PUB [/visualization/polyhedra2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,460: +PUB [/visualization/path2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,461: +PUB [/visualization/keypoints2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,461: +PUB [/visualization/guidepoints2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,461: +PUB [/visualization/ellipsoid_end2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,461: +PUB [/visualization/active_polyhedron2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,461: +PUB [/visualization/sphere2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,462: +PUB [/visualization/sphere_end2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,462: +PUB [/visualization/sphere_connect2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,462: +PUB [/visualization/ellipsoid_path12] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,462: +PUB [/visualization/ellipsoid_path22] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,462: +PUB [/visualization/coord_axes2] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,463: +SUB [/global_map] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,464: +PUB [/path] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,479: +PUB [/rawpath_jps_vis] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,479: +PUB [/optipath_jps_vis] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,480: +PUB [/keygrid_jps_vis] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,480: +PUB [/sample_path_jps_vis] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:16:54,521: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ ['http://SC-202607101733:42405/', 'http://SC-202607101733:41025/', 'http://SC-202607101733:37763/']
[rosmaster.master][INFO] 2026-07-31 17:16:54,521: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ ['http://SC-202607101733:42405/', 'http://SC-202607101733:41025/', 'http://SC-202607101733:37763/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-07-31 17:16:54,558: +SUB [/trajectory] /s1_r1_trajectory_capture_28611_1785489412415 http://SC-202607101733:42405/
[rosmaster.master][INFO] 2026-07-31 17:16:54,560: +SUB [/trajectory_arm] /s1_r1_trajectory_capture_28611_1785489412415 http://SC-202607101733:42405/
[rosmaster.master][INFO] 2026-07-31 17:16:55,211: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2026-07-31 17:21:52,621: -SUB [/trajectory] /s1_r1_trajectory_capture_28611_1785489412415 http://SC-202607101733:42405/
[rosmaster.master][INFO] 2026-07-31 17:21:52,622: -SUB [/trajectory_arm] /s1_r1_trajectory_capture_28611_1785489412415 http://SC-202607101733:42405/
[rosmaster.master][INFO] 2026-07-31 17:21:52,622: -PUB [/rosout] /s1_r1_trajectory_capture_28611_1785489412415 http://SC-202607101733:42405/
[rosmaster.master][INFO] 2026-07-31 17:21:52,622: -SERVICE [/s1_r1_trajectory_capture_28611_1785489412415/get_loggers] /s1_r1_trajectory_capture_28611_1785489412415 rosrpc://SC-202607101733:43511
[rosmaster.master][INFO] 2026-07-31 17:21:52,622: -SERVICE [/s1_r1_trajectory_capture_28611_1785489412415/set_logger_level] /s1_r1_trajectory_capture_28611_1785489412415 rosrpc://SC-202607101733:43511
[rosmaster.master][INFO] 2026-07-31 17:21:52,625: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ ['http://SC-202607101733:41025/', 'http://SC-202607101733:37763/']
[rosmaster.master][INFO] 2026-07-31 17:21:52,625: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ ['http://SC-202607101733:41025/', 'http://SC-202607101733:37763/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-07-31 17:21:53,266: -SUB [/odom_converter/converted_odom1] /platform_publisher_28643_1785489414300 http://SC-202607101733:41025/
[rosmaster.master][INFO] 2026-07-31 17:21:53,266: -PUB [/rosout] /platform_publisher_28643_1785489414300 http://SC-202607101733:41025/
[rosmaster.master][INFO] 2026-07-31 17:21:53,266: -PUB [/global_map] /platform_publisher_28643_1785489414300 http://SC-202607101733:41025/
[rosmaster.master][INFO] 2026-07-31 17:21:53,266: -SERVICE [/platform_publisher_28643_1785489414300/get_loggers] /platform_publisher_28643_1785489414300 rosrpc://SC-202607101733:35415
[rosmaster.master][INFO] 2026-07-31 17:21:53,266: -SERVICE [/platform_publisher_28643_1785489414300/set_logger_level] /platform_publisher_28643_1785489414300 rosrpc://SC-202607101733:35415
[rosmaster.master][INFO] 2026-07-31 17:21:53,277: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ ['http://SC-202607101733:37763/']
[rosmaster.master][INFO] 2026-07-31 17:21:53,278: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ ['http://SC-202607101733:37763/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-07-31 17:21:53,278: publisherUpdate[/global_map] -> http://SC-202607101733:37763/ []
[rosmaster.master][INFO] 2026-07-31 17:21:53,278: publisherUpdate[/global_map] -> http://SC-202607101733:37763/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-07-31 17:21:53,479: -PUB [/rosout] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,479: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ []
[rosmaster.master][INFO] 2026-07-31 17:21:53,484: publisherUpdate[/rosout] -> http://SC-202607101733:46877/ []: sec=0.00, result=[0, 'Unknown Error', 0]
[rosmaster.master][INFO] 2026-07-31 17:21:53,484: -PUB [/trajectory] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,488: -PUB [/trajectory_arm] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,488: -PUB [/visualization/target] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,488: -PUB [/finish_simulation] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,488: -PUB [/logger] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,489: -PUB [/visualization/trajectory1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,489: -PUB [/visualization/ellipsoid_dilate1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,489: -PUB [/visualization/ellipsoid1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,489: -PUB [/visualization/quadrotor] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,489: -PUB [/visualization/polyhedra1] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,489: -PUB [/visualization/tilt_rate] /se3_node http://SC-202607101733:37763/
[rosmaster.master][INFO] 2026-07-31 17:21:53,489: -PUB [/visualization/thrust_magnitute] /se3_node http://SC-202607101733:37763/
